owner_name,associate_id,facility_count,active_facility_count,flags,classification,reason
Dynamic Healthcare Management LLC,5890229710,10,10,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Eagle Lake Nursing and Rehab Holding LLC,5890232888,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Deborah House,5890260467,1,1,network,index,single_facility_with_context:network
Unknown party,5890260624,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Unknown party,5890260665,1,1,network,index,single_facility_with_context:network
Unknown party,5890271001,1,1,network,index,single_facility_with_context:network
Unknown party,5890271134,1,1,network,index,single_facility_with_context:network
Unknown party,5890272355,1,1,network,index,single_facility_with_context:network
CT-3 Opco Manager LLC,5890272967,1,1,network,index,single_facility_with_context:network
Mdsrescue LLC,5890272975,1,1,network,index,single_facility_with_context:network
Unknown party,5890272983,1,1,network,index,single_facility_with_context:network
Unknown party,5890273031,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Kara Hargett,5890273049,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Isabel Sauceda,5890273304,1,1,network,index,single_facility_with_context:network
Jw Brook Propco LLC,5890274658,1,1,network,index,single_facility_with_context:network
Unknown party,5890274682,1,1,network,index,single_facility_with_context:network
Unknown party,5890275127,1,1,network,index,single_facility_with_context:network
Unknown party,5890275135,1,1,network,index,single_facility_with_context:network
Unknown party,5890275523,1,1,network,index,single_facility_with_context:network
Unknown party,5890276380,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Unknown party,5890277925,1,1,network,index,single_facility_with_context:network
Unknown party,5890279202,1,1,network,index,single_facility_with_context:network
Jay Itzkowitz,5890281190,2,2,"portfolio,network",index,two_or_more_active_facilities
Unknown party,5890282511,1,1,network,index,single_facility_with_context:network
"Kresson View Realty, LLC",5890283634,1,1,network,index,single_facility_with_context:network
Tamara Hynes,5890284343,1,1,network,index,single_facility_with_context:network
Patricia Hein,5890285381,1,1,network,index,single_facility_with_context:network
Unknown party,5890286546,1,1,network,index,single_facility_with_context:network
Shlomo Kanner,5890288021,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,5890288104,1,1,network,index,single_facility_with_context:network
Unknown party,5890288112,1,1,network,index,single_facility_with_context:network
"Madison Center Realty, LLC",5890288120,1,1,network,index,single_facility_with_context:network
Barry Hollander 2017 Qualified Stock Tr,5890289144,1,1,network,index,single_facility_with_context:network
Unknown party,5890289151,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Bruce Balkema,5890289250,1,1,network,index,single_facility_with_context:network
Tarpon Opco LLC,5890289797,1,1,"sffc,recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:sffc,recent_chow,network"
Rb SNF Opco Manager LLC,5890290829,1,1,network,index,single_facility_with_context:network
David Scruggs,5890292478,1,1,network,index,single_facility_with_context:network
Unknown party,5890293419,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,5890293849,1,1,network,index,single_facility_with_context:network
Unknown party,5890294037,1,1,network,index,single_facility_with_context:network
Unknown party,5890294573,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,5890294722,1,1,network,index,single_facility_with_context:network
Unknown party,5890294854,1,1,network,index,single_facility_with_context:network
Unknown party,5890295000,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,5890295604,1,1,network,index,single_facility_with_context:network
Unknown party,5890295927,1,1,network,index,single_facility_with_context:network
Unknown party,5890296321,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Yosef Yehuda,5890297063,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,5890297246,1,1,network,index,single_facility_with_context:network
Unknown party,5890298400,1,1,network,index,single_facility_with_context:network
"Bayview Center, LLC",5890604821,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Sovereign Healthcare of Port Orange LLC,5890606131,1,1,"abuse,affiliated,operator_grouping",index,"single_facility_with_context:abuse,affiliated,operator_grouping"
Christopher Errichetti,5890606461,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
"Wny Catholic Long Term Care, Inc.",5890608657,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Avrum Weinfeld,5890691927,29,29,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Miguel A Fana,5890715809,1,1,network,index,single_facility_with_context:network
Todd Martin,5890725485,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Michael Bahooshian,5890726574,1,1,network,index,single_facility_with_context:network
"Concord Nursing Home, Inc.",5890728505,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Ahmad A Mur,5890735690,1,1,network,index,single_facility_with_context:network
Janaki Kanumilli,5890740898,1,1,network,index,single_facility_with_context:network
St. Camillus Residential Health Care Facility,5890765911,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Hyman Jacobs,5890767768,8,8,"sffc,portfolio,network",index,two_or_more_active_facilities
Susan Ostreicher,5890768238,26,26,"abuse,sff,multi_state,portfolio,network",index,two_or_more_active_facilities
Leo Lerner,5890770077,1,1,network,index,single_facility_with_context:network
"Windsor Park Nursing Home, Inc.",5890815872,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Michael D. Cominsky,5890819635,1,1,network,index,single_facility_with_context:network
Peter Cappuccilli,5890821631,1,1,network,index,single_facility_with_context:network
Keith R Knapp,5890829030,4,4,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Neil Foster Phillips,5890845564,2,2,"portfolio,network",index,two_or_more_active_facilities
Sandford H Kinne,5890845705,2,2,"portfolio,network",index,two_or_more_active_facilities
Isaac Stern,5890848006,2,2,"sff,portfolio,network",index,two_or_more_active_facilities
Eva Marie Fabian,5890857981,1,1,network,index,single_facility_with_context:network
Joseph Damino,5890865141,1,1,network,index,single_facility_with_context:network
Tara Zgoda,5890883151,1,1,network,index,single_facility_with_context:network
Floral Park Medical Pc,5890891873,1,1,network,index,single_facility_with_context:network
The Goodman Group LLC,5890896765,6,6,"multi_state,portfolio,network",index,two_or_more_active_facilities
Devjit Roy,5890918882,1,1,network,index,single_facility_with_context:network
Jacqueline Rosado,5890926521,1,1,network,index,single_facility_with_context:network
John Maestri,5890937486,1,1,network,index,single_facility_with_context:network
Frank Collins Skurpski,5890938237,1,1,network,index,single_facility_with_context:network
B-IX Capital LLC,5890951057,1,1,network,index,single_facility_with_context:network
Robert E Caulfield,5890956767,1,1,network,index,single_facility_with_context:network
Joan Treadwell-woods,5890960918,2,2,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Berkadia Commercial Mortgage LLC,5890962047,30,29,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Northern Metropolitan Inc,5890962591,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
James Renna,5890964704,1,1,network,index,single_facility_with_context:network
Betty Sorna,5890970966,1,1,network,index,single_facility_with_context:network
Thomas E Houseknecht,5890975494,1,1,network,index,single_facility_with_context:network
Brian Burns,5890978100,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Teresian House Nursing Home Co Inc,5890982540,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Aurnc Operating LLC,5991001950,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Mnhf 12-11 Trust,5991004475,1,1,network,index,single_facility_with_context:network
Lawrence J Condon,5991009912,1,1,network,index,single_facility_with_context:network
SNF Aa 03 LLC,5991016057,1,1,network,index,single_facility_with_context:network
Martin Zwick,5991021032,1,1,network,index,single_facility_with_context:network
Barry S Blattman,5991022683,1,1,network,index,single_facility_with_context:network
Steven M Neuhaus,5991026148,1,1,network,index,single_facility_with_context:network
Carol Wagner,5991026320,1,1,network,index,single_facility_with_context:network
Nelissa A Garces,5991029399,1,1,network,index,single_facility_with_context:network
Champion Care LLC,5991030165,13,13,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Imad Lyzzaik,5991037418,1,1,network,index,single_facility_with_context:network
Sarah Bentley,5991037822,4,4,"multi_state,portfolio,network",index,two_or_more_active_facilities
Mark Rinker,5991052656,1,1,network,index,single_facility_with_context:network
Charles D Rowland,5991054744,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
"Mlnm Master Tenant, LLC",5991056558,5,5,"portfolio,network",index,two_or_more_active_facilities
Latifa A Scott,5991057507,3,3,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Scott Fehr,5991086431,1,1,network,index,single_facility_with_context:network
Tommy Glen Thompson,5991090912,1,1,network,index,single_facility_with_context:network
Sarasota SNF Operations LLC,5991095291,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Lore S. Vincent,5991097313,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
The Lutheran Care Network Inc,5991098246,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Rebecca Ostreicher,5991099277,1,1,network,index,single_facility_with_context:network
Ellen Breslow,5991103178,1,1,network,index,single_facility_with_context:network
Sms 2021 Trust,5991104671,72,72,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Vestra SPV2 LLC,5991112237,1,1,network,index,single_facility_with_context:network
Shane Daniel Setlock,5991116675,3,3,"portfolio,network",index,two_or_more_active_facilities
Naftoli Abramczyk,5991127979,4,4,"sff,multi_state,portfolio,network",index,two_or_more_active_facilities
Century SNF Operations Holdings LLC,5991133134,1,1,network,index,single_facility_with_context:network
Bf Cedarbrook Trust,5991142580,1,1,network,index,single_facility_with_context:network
Chuck Morris,5991142747,1,1,network,index,single_facility_with_context:network
Jax Fl Holdco LLC,5991146599,1,1,network,index,single_facility_with_context:network
Orlando North SNF Operations LLC,5991150229,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Complete Care at Middlebury LLC,5991151839,1,1,"recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:recent_chow,network,affiliated"
34 Wildwood Ave Opco LLC,5991157455,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Andres Bohorquez,5991160368,2,2,"portfolio,network",index,two_or_more_active_facilities
Bp Deland and Daytona General Partner LLC,5991165011,2,2,"portfolio,network",index,two_or_more_active_facilities
Lady Lake Specialty Care Center and Rehab LLC,5991168338,1,1,"recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:recent_chow,network,affiliated"
Estate of Marcia Trupin,5991176877,2,2,"abuse,portfolio,network",index,two_or_more_active_facilities
