ORGANIZATION NAME,Legal Business Name,CCN,Provider Name,State,City/Town,Chain ID,Chain Name
COMPLETE CARE AT BEY LEA LLC,COMPLETE CARE AT BEY LEA LLC,315264,"COMPLETE CARE AT BEY LEA, LLC",NJ,TOMS RIVER,157,COMPLETE CARE
L&A OPERATIONAL LLC,L&A OPERATIONAL LLC,335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,NY,SAYVILLE,110,CARERITE CENTERS
S&J OPERATIONAL LLC,S&J OPERATIONAL LLC,335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,NY,ST JAMES,110,CARERITE CENTERS
OASIS NURSING LLC,OASIS NURSING LLC,365795,OASIS CENTER FOR REHABILITATION AND HEALING,OH,YOUNGSTOWN,812,DAVID OBERLANDER
BEEGHLY NURSING LLC,BEEGHLY NURSING LLC,366195,BEEGHLY OAKS CENTER FOR REHABILITATION & HEALING,OH,YOUNGSTOWN,812,DAVID OBERLANDER
"CCRC OF CEDAR RAPIDS, LLC","CCRC OF CEDAR RAPIDS, LLC",165625,Terrace Glen Village,IA,Marion,404,PIVOTAL HEALTH CARE
SANTA PAULA POST ACUTE LLC,SANTA PAULA POST ACUTE LLC,055957,Santa Paula Post Acute Center,CA,Santa Paula,,
MADISON POINTE CENTER FOR REHABILITATION AND HEALING LLC,MADISON POINTE CENTER FOR REHABILITATION AND HEALING LLC,445516,CREEKSIDE CENTER FOR REHABILITATION AND HEALING,TN,MADISON,110,CARERITE CENTERS
SLATE BELT HEALTH & REHABILITATION CENTER LLC,SLATE BELT HEALTH & REHABILITATION CENTER LLC,395494,SLATE BELT HEALTH & REHABILITATION CENTER,PA,BANGOR,461,SABER HEALTHCARE GROUP
BOISE OF CASCADIA LLC,BOISE OF CASCADIA LLC,135146,CASCADIA OF BOISE,ID,BOISE,118,CASCADIA HEALTHCARE
ORCHARD HILL OPERATOR LLC,ORCHARD HILL OPERATOR LLC,215069,ORCHARD HILL REHABILITATION AND HEALTHCARE CENTER,MD,TOWSON,336,MARQUIS HEALTH SERVICES
ASCENSION LIVING - LAKESHORE AT SIENA INC,ASCENSION LIVING - LAKESHORE AT SIENA INC,525495,ASCENSION LIVING - LAKESHORE AT SIENA,WI,RACINE,48,ASCENSION LIVING
"HAZLET GARDEN GROUP, LLC","HAZLET GARDEN GROUP, LLC",315314,ANCHOR CARE AND REHABILITATION CENTER,NJ,HAZLET,217,EXCELSIOR CARE GROUP
"THE LAURELS OF HEATH, LLC","THE LAURELS OF HEATH, LLC",365466,THE LAURELS OF HEATH,OH,HEATH,144,CIENA HEALTHCARE/LAUREL HEALTH CARE
CANYONLANDS HEALTH CARE SPECIAL SERVICE DISTRICT,CANYONLANDS HEALTH CARE SPECIAL SERVICE DISTRICT,465129,Rocky Mountain Care - Maple Dell,UT,Payson,455,ROCKY MOUNTAIN CARE
WINDHAM NURSING & REHABILITATION LLC,WINDHAM NURSING & REHABILITATION LLC,075258,DOUGLAS MANOR,CT,WINDHAM,458,RYDERS HEALTH MANAGEMENT
BURLESON REHAB & CARE LLC,BURLESON REHAB & CARE LLC,676452,ALLEGIANT WELLNESS AND REHAB,TX,CROWLEY,,
"WELLBRIDGE AT GENESYS HEALTH PARK, LLC","WELLBRIDGE AT GENESYS HEALTH PARK, LLC",235171,WellBridge of Grand Blanc,MI,Grand Blanc,517,THE WELLBRIDGE GROUP
"KISMET RDK, LLC","KISMET RDK, LLC",165185,Red Oak Rehab and Care Center,IA,RED OAK,304,LANTIS ENTERPRISES
"KISMET CDR, LLC","KISMET CDR, LLC",285150,Crest View Care Center,NE,Chadron,304,LANTIS ENTERPRISES
SHAKER GARDENS OPCO LLC,SHAKER GARDENS OPCO LLC,366021,SHAKER GARDENS NURSING AND REHABILITATION CENTER,OH,SHAKER HEIGHTS,611,LIONSTONE CARE
RTRNC LLC,RTRNC LLC,335236,ROBINSON TERRACE,NY,STAMFORD,538,UPSTATE SERVICES GROUP
PIKEVILLE NURSING AND REHAB CENTER LLC,PIKEVILLE NURSING AND REHAB CENTER LLC,185094,PIKEVILLE NURSING AND REHAB CENTER,KY,Pikeville,630,EMERALD HEALTHCARE
HEARDMONT HEALTH PROPERTIES LLC,HEARDMONT HEALTH PROPERTIES LLC,115685,HEARDMONT HEALTH AND REHABILITATION,GA,ELBERTON,95,C. ROSS MANAGEMENT
KISMET OGA LLC,KISMET OGA LLC,285091,Indian Hills Manor,NE,Ogallala,304,LANTIS ENTERPRISES
"RMBB, LLC","RMBB, LLC",056475,VISTA POST ACUTE,CA,HAYWARD,82,"BVHC, LLC"
"FLORISSANT HEALTHCARE, LLC","FLORISSANT HEALTHCARE, LLC",265112,FLORISSANT VALLEY HEALTH & REHABILITATION CENTER,MO,FLORISSANT,348,MGM HEALTHCARE
"THE LAURELS OF WALDEN PARK, LLC","THE LAURELS OF WALDEN PARK, LLC",365379,THE LAURELS OF WALDEN PARK,OH,COLUMBUS,144,CIENA HEALTHCARE/LAUREL HEALTH CARE
SILOAM HEALTHCARE LLC,SILOAM HEALTHCARE LLC,045356,"SILOAM HEALTHCARE, LLC",AR,SILOAM SPRINGS,516,THE SPRINGS ARKANSAS
"BLACKSTONE LIFE CARE, LLC","BLACKSTONE LIFE CARE, LLC",495353,HERITAGE HALL-BLACKSTONE,VA,BLACKSTONE,265,HERITAGE HALL
LAKE FOREST POST ACUTE LLC,LAKE FOREST POST ACUTE LLC,185455,Valhalla Post Acute,KY,Louisville,690,PACS GROUP
FAIRVIEW CARE CENTER OF BETHLEHEM PIKE SNF LLC,FAIRVIEW CARE CENTER OF BETHLEHEM PIKE SNF LLC,395782,FAIRVIEW NURSING AND REHABILITATION CENTER,PA,PHILADELPHIA,282,IMPERIAL HEALTHCARE GROUP
GORNC OPERATING LLC,GORNC OPERATING LLC,335642,GOWANDA REHABILITATION AND NURSING CENTER,NY,GOWANDA,,
ORRNC OPERATING LLC,ORRNC OPERATING LLC,335397,ORCHARD REHABILITATION & NURSING CENTER,NY,MEDINA,,
BIG STONE GAP LIFE CARE LLC,BIG STONE GAP LIFE CARE LLC,495135,HERITAGE HALL BIG STONE GAP,VA,BIG STONE GAP,265,HERITAGE HALL
"TAZEWELL LIFE CARE, LLC","TAZEWELL LIFE CARE, LLC",495152,HERITAGE HALL TAZEWELL,VA,TAZEWELL,265,HERITAGE HALL
"BLACKSBURG LIFE CARE, LLC","BLACKSBURG LIFE CARE, LLC",495356,HERITAGE HALL BLACKSBURG,VA,BLACKSBURG,265,HERITAGE HALL
"LEESBURG LIFE CARE, LLC","LEESBURG LIFE CARE, LLC",495261,HERITAGE HALL-LEESBURG,VA,LEESBURG,265,HERITAGE HALL
"KING GEORGE LIFE CARE, LLC","KING GEORGE LIFE CARE, LLC",495300,HERITAGE HALL KING GEORGE,VA,KING GEORGE,265,HERITAGE HALL
"WISE LIFE CARE, LLC","WISE LIFE CARE, LLC",495350,HERITAGE HALL WISE,VA,WISE,265,HERITAGE HALL
ATLAS OHIO PIKE INC,ATLAS OHIO PIKE INC,366469,SIENA GARDENS REHABILITATION & TRANSITIONAL CARE,OH,CINCINNATI,225,FOUNDATIONS HEALTH SOLUTIONS
BARTLETT OPERATOR LLC,BARTLETT OPERATOR LLC,445283,RAINBOW REHAB AND HEALTHCARE,TN,BARTLETT,416,PRESTIGE ADMINISTRATIVE SERVICES
OAK PARK OASIS LLC,OAK PARK OASIS LLC,145714,OAK PARK OASIS,IL,OAK PARK,762,ICARE CONSULTING SERVICES
"POPLAR GROVE OPERATIONS, LLC","POPLAR GROVE OPERATIONS, LLC",045466,THE GREEN HOUSE COTTAGES OF POPLAR GROVE,AR,LITTLE ROCK,480,SOUTHERN ADMINISTRATIVE SERVICES
GREENVIEW SNF LLC,GREENVIEW SNF LLC,235261,Optalis Health & Rehabilitation at Leonard,MI,Grand Rapids,475,SKLD
ARBOR POST ACUTE LLC,ARBOR POST ACUTE LLC,555304,ARBOR POST ACUTE,CA,CHICO,690,PACS GROUP
NEXION HEALTH AT VICKSBURG INC,NEXION HEALTH AT VICKSBURG INC,255140,THE BLUFFS REHABILITATION AND HEALTHCARE CENTER,MS,VICKSBURG,370,NEXION HEALTH
STUART REHAB AND HEALTHCARE LLC,STUART REHAB AND HEALTHCARE LLC,105277,STUART REHABILITATION AND HEALTHCARE,FL,STUART,,
ASTORIA PLACE OF CINCINNATI LLC,ASTORIA PLACE OF CINCINNATI LLC,366150,ASTORIA PLACE OF CINCINNATI,OH,CINCINNATI,,
"GRAND HAVEN OPCO, LLC","GRAND HAVEN OPCO, LLC",235356,Medilodge at the Shore,MI,Grand Haven,345,MEDILODGE
LANIER REHABILITATION CENTER LLC,LANIER REHABILITATION CENTER LLC,105666,LANIER REHABILITATION CENTER,FL,JACKSONVILLE,482,SOVEREIGN HEALTHCARE HOLDINGS
PSL REHABILITATION AND HEALTHCARE LLC,PSL REHABILITATION AND HEALTHCARE LLC,105410,PORT ST LUCIE REHABILITATION AND HEALTHCARE,FL,PORT SAINT LUCIE,,
SLP CARTHAGE LLC,SLP CARTHAGE LLC,455963,CARTHAGE HEALTHCARE CENTER,TX,CARTHAGE,730,SLP OPERATIONS
LAYHILL SNF LLC,LAYHILL SNF LLC,215168,LAYHILL NURSING AND REHABILITATION CENTER,MD,SILVER SPRING,768,LIFEWORKS REHAB
LAKE TERRACE NURSING AND REHAB LLC,LAKE TERRACE NURSING AND REHAB LLC,525319,EDENBROOK LAKESIDE,WI,MILWAUKEE,192,EDEN SENIOR CARE
NEXION HEALTH AT GRENADA INC,NEXION HEALTH AT GRENADA INC,255156,GRENADA REHABILITATION AND HEALTHCARE CENTER,MS,GRENADA,370,NEXION HEALTH
SLP JACKSONVILLE LLC,SLP JACKSONVILLE LLC,675011,JACKSONVILLE HEALTHCARE CENTER,TX,JACKSONVILLE,730,SLP OPERATIONS
NEXION HEALTH AT CLINTON INC,NEXION HEALTH AT CLINTON INC,255148,WOODLANDS REHABILITATION AND HEALTHCARE CENTER,MS,CLINTON,370,NEXION HEALTH
"NEXION HEALTH AT HOLLY SPRINGS, INC.","NEXION HEALTH AT HOLLY SPRINGS, INC.",255229,HOLLY SPRINGS REHABILITATION AND HEALTHCARE CENTER,MS,HOLLY SPRINGS,370,NEXION HEALTH
LCS BRIDGEWATER OPERATIONS LLC,LCS BRIDGEWATER OPERATIONS LLC,315445,"ARBOR AT LAUREL CIRCLE, THE",NJ,BRIDGEWATER,312,LIFE CARE SERVICES
ASTORIA PLACE OF SILVERTON LLC,ASTORIA PLACE OF SILVERTON LLC,365476,ASTORIA PLACE OF SILVERTON,OH,CINCINNATI,,
PARKVIEW REHABILITATION CENTER AT WINTER PARK LLC,PARKVIEW REHABILITATION CENTER AT WINTER PARK LLC,105307,PARKVIEW REHABILITATION CENTER AT WINTER PARK,FL,WINTER PARK,482,SOVEREIGN HEALTHCARE HOLDINGS
SHADY GROVE SNF LLC,SHADY GROVE SNF LLC,215164,SHADY GROVE NURSING AND REHABILITATION CENTER,MD,ROCKVILLE,768,LIFEWORKS REHAB
CCRC OF OVERLAND PARK LLC,CCRC OF OVERLAND PARK LLC,175560,COLONIAL VILLAGE,KS,OVERLAND PARK,404,PIVOTAL HEALTH CARE
HARLEM CENTER FOR NURSING AND REHABILITATION LLC,HARLEM CENTER FOR NURSING AND REHABILITATION LLC,335522,"HARLEM CTR FOR NURSING AND REHABILITATION, L L C",NY,NEW YORK,734,ALLURE GROUP
CARROLLWOOD REHABILITATION CENTER LLC,CARROLLWOOD REHABILITATION CENTER LLC,105700,NORTHDALE REHABILITATION CENTER,FL,TAMPA,482,SOVEREIGN HEALTHCARE HOLDINGS
MC FREMONT HEALTHCARE LLC,MC FREMONT HEALTHCARE LLC,265188,SPRING VALLEY HEALTH & REHABILITATION CENTER,MO,SPRINGFIELD,348,MGM HEALTHCARE
LOH ELKHART LLC,LOH ELKHART LLC,675217,ELKHART OAKS CARE CENTER,TX,ELKHART,,
"NEXION HEALTH AT CLEVELAND, INC.","NEXION HEALTH AT CLEVELAND, INC.",255228,DELTA REHABILITATION AND HEALTHCARE CENTER,MS,CLEVELAND,370,NEXION HEALTH
NEXION HEALTH AT GREENWOOD INC,NEXION HEALTH AT GREENWOOD INC,255154,CRYSTAL REHABILITATION AND HEALTHCARE CENTER,MS,GREENWOOD,370,NEXION HEALTH
OR OPS INC,OR OPS INC,045271,OAK RIDGE HEALTH AND REHABILITATION,AR,EL DORADO,36,ANTHONY & BRYAN ADAMS
BILLERICA HEALTHCARE SOLUTIONS LLC,BILLERICA HEALTHCARE SOLUTIONS LLC,225743,BAKER-KATZ SKILLED NURSING AND REHABILITATION CTR,MA,HAVERHILL,,
RIDGEWAY MANOR HEALTHCARE CENTER LLC,RIDGEWAY MANOR HEALTHCARE CENTER LLC,425158,Ridgeway Manor Healthcare Center,SC,Ridgeway,,
WE CARE SKILLED NURSING FACILITY,WE CARE SKILLED NURSING FACILITY,555914,WE CARE SKILLED NURSING FACILITY,CA,HAYWARD,,
ST JOSEPHS ELDER SERVICES INC,ST JOSEPHS ELDER SERVICES INC,285303,St Joseph's Hillside Villa,NE,West Point,,
SAPPHIRE HEALTH CARE LLC,SAPPHIRE HEALTH CARE LLC,365320,REGENCY CARE OF COPLEY,OH,AKRON,,
LITITZ REHABILITATION & NURSING LLC,LITITZ REHABILITATION NURSING LLC,395590,KADIMA REHABILITATION & NURSING AT LITITZ,PA,LITITZ,296,KADIMA HEALTHCARE GROUP
WELBROOK SENIOR LIVING FARMINGTON LLC,WELBROOK SENIOR LIVING FARMINGTON LLC,325133,Farmington Wellness & Rehabilitation,NM,Farmington,,
"LUZERNE REHABILITATION & NURSING, LLC","LUZERNE REHABILITATION & NURSING, LLC",395484,KADIMA REHABILITATION & NURSING AT LUZERNE,PA,DRUMS,296,KADIMA HEALTHCARE GROUP
"BROOKLINE OPERATIONS, LLC","BROOKLINE OPERATIONS, LLC",375574,The Lodge At Brookline,OK,Oklahoma City,182,DIAKONOS GROUP
GRAND MOHAWK VALLEY LLC,GRAND MOHAWK VALLEY LLC,335386,THE GRAND REHABILITATION AND NURSING AT MOHAWK,NY,ILION,509,THE GRAND HEALTHCARE
"POTTSTOWN REHABILITATION & NURSING, LLC","POTTSTOWN REHABILITATION & NURSING, LLC",395827,KADIMA REHABILITATION & NURSING AT POTTSTOWN,PA,POTTSTOWN,296,KADIMA HEALTHCARE GROUP
EXIRA CARE CENTER CORPORATION,EXIRA CARE CENTER CORPORATION,165412,Exira Care Center,IA,Exira,,
CAMPBELLTOWN REHABILITATION & NURSING LLC,CAMPBELLTOWN REHABILITATION & NURSING LLC,395846,KADIMA REHABILITATION & NURSING AT CAMPBELLTOWN,PA,PALMYRA,296,KADIMA HEALTHCARE GROUP
MONROE HEALTH & REHAB CENTER LLC,MONROE HEALTH & REHAB CENTER LLC,495326,MONROE HEALTH & REHAB CENTER,VA,CHARLOTTESVILLE,461,SABER HEALTHCARE GROUP
"FARMVILLE HEALTH & REHAB CENTER, LLC","FARMVILLE HEALTH & REHAB CENTER, LLC",495249,FARMVILLE HEALTH & REHAB CENTER,VA,FARMVILLE,461,SABER HEALTHCARE GROUP
ROCKY MOUNT HEALTH & REHAB CENTER LLC,ROCKY MOUNT HEALTH & REHAB CENTER LLC,495118,ROCKY MOUNT HEALTH & REHAB CENTER,VA,ROCKY MOUNT,461,SABER HEALTHCARE GROUP
"PIKESVILLE OPERATOR, LLC","PIKESVILLE OPERATOR, LLC",215082,AUTUMN LAKE HEALTHCARE AT PIKESVILLE,MD,PIKESVILLE,56,AUTUMN LAKE HEALTHCARE
"HILLSVILLE HEALTH & REHAB CENTER, LLC","HILLSVILLE HEALTH & REHAB CENTER, LLC",495187,HILLSVILLE HEALTH & REHAB CENTER,VA,HILLSVILLE,461,SABER HEALTHCARE GROUP
SPRENGER HEALTHCARE OF BLUFFTON INC,SPRENGER HEALTHCARE OF BLUFFTON INC,425415,Sprenger Healthcare of Bluffton,SC,Bluffton,484,SPRENGER HEALTH CARE SYSTEMS
PALMYRA REHABILITATION & NURSING LLC,PALMYRA REHABILITATION & NURSING LLC,395506,KADIMA REHABILITATION & NURSING AT PALMYRA,PA,PALMYRA,296,KADIMA HEALTHCARE GROUP
CARECORE AT THE MEADOWS LLC,CARECORE AT THE MEADOWS LLC,366175,CARECORE AT THE MEADOWS,OH,CINCINNATI,108,CARECORE HEALTH
GARDEN PARK HEALTH CARE CENTER LLC,GARDEN PARK HEALTH CARE CENTER LLC,365529,GARDEN PARK HEALTH CARE CENTER,OH,CINCINNATI,108,CARECORE HEALTH
GRAND BATAVIA LLC,GRAND BATAVIA LLC,335202,THE GRAND REHABILITATION AND NURSING AT BATAVIA,NY,BATAVIA,509,THE GRAND HEALTHCARE
"TRILOGY HEALTHCARE OF JEFFERSON II, LLC","TRILOGY HEALTHCARE OF JEFFERSON II, LLC",185485,The Springs at Stony Brook,KY,Louisville,524,TRILOGY HEALTH SERVICES
SEDGEBROOK OPCO SL-VII LLC,SEDGEBROOK OPCO SL-VII LLC,146136,RADFORD GREEN,IL,LINCOLNSHIRE,,
"SA OPERATIONS, LLC","SA OPERATIONS, LLC",375561,ST. ANN'S SKILLED NURSING AND THERAPY,OK,OKLAHOMA CITY,91,BRIDGES HEALTH
MOUNT ST MARY INC,MOUNT ST MARY INC,175561,MOUNT ST MARY,KS,WICHITA,,
KISMET FNB LLC,KISMET FNB LLC,285114,Falls City Care Center,NE,Falls City,304,LANTIS ENTERPRISES
DYNASTY VALLEY LLC,DYNASTY VALLEY LLC,056391,GOLDEN EMPIRE,CA,GRASS VALLEY,,
"5901 NW 79TH AVENUE OPERATIONS, LLC","5901 NW 79TH AVENUE OPERATIONS, LLC",105609,NSPIRE HEALTHCARE TAMARAC,FL,TAMARAC,158,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
"9400 SW 137TH AVENUE OPERATIONS, LLC","9400 SW 137TH AVENUE OPERATIONS, LLC",105641,NSPIRE HEALTHCARE KENDALL,FL,KENDALL,158,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
PLEASANT ACRES OPERATING LLC,PLEASANT ACRES OPERATING LLC,395290,PLEASANT ACRES REHABILITATION AND NURSING CENTER,PA,YORK,765,JONATHAN BLEIER
"2599 NW 55TH AVENUE OPERATIONS, LLC","2599 NW 55TH AVENUE OPERATIONS, LLC",105680,NSPIRE HEALTHCARE LAUDERHILL,FL,LAUDERHILL,158,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
"5725 NW 186TH STREET OPERATIONS, LLC","5725 NW 186TH STREET OPERATIONS, LLC",105709,NSPIRE HEALTHCARE MIAMI LAKES,FL,HIALEAH,158,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
MONARCH LANDING OPCO SL-VII LLC,MONARCH LANDING OPCO SL-VII LLC,146173,"SPRINGS AT MONARCH LANDING, THE",IL,NAPERVILLE,,
KISMET SUX LLC,KISMET SUX LLC,165145,Embassy Rehab and Care Center,IA,Sergeant Bluff,304,LANTIS ENTERPRISES
AHC OF PARADISE VALLEY LLC,AHC OF PARADISE VALLEY LLC,295107,ADVANCED HEALTH CARE OF PARADISE,NV,LAS VEGAS,11,ADVANCED HEALTH CARE
"PINEHURST OPCO, LLC","PINEHURST OPCO, LLC",345177,The Greens at Pinehurst Rehabilitation & Living Ce,NC,Pinehurst,124,CCH HEALTHCARE
METHODIST FREMONT HEALTH,METHODIST FREMONT HEALTH,285119,Dunklau Gardens,NE,Fremont,,
ROSCOE REGIONAL HEALTHCARE LLC,ROSCOE REGIONAL HEALTHCARE LLC,335316,ROSCOE REGIONAL REHAB & RESIDENTIAL H C F,NY,ROSCOE,,
CG CARE CENTER LLC,CG CARE CENTER LLC,245637,NORRIS SQUARE,MN,COTTAGE GROVE,412,PRESBYTERIAN HOMES & SERVICES
CHILDRENS RECOVERY CENTER 1 LLC,CHILDRENS RECOVERY CENTER 1 LLC,555734,CHILDRENS HC ORG NO CA -PEDIATRIC HOSPITAL D/P SNF,CA,CAMPBELL,,
"LAKESIDE REHABILITATION & NURSING, LLC","LAKESIDE REHABILITATION & NURSING, LLC",395730,KADIMA REHABILITATION & NURSING AT LAKESIDE,PA,DALLAS,296,KADIMA HEALTHCARE GROUP
"6931 W SUNRISE BOULEVARD OPERATIONS, LLC","6931 W SUNRISE BOULEVARD OPERATIONS, LLC",105519,NSPIRE HEALTHCARE PLANTATION,FL,PLANTATION,158,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
BELLE MAISON NURSING & REHABILITATION CENTER LLC,BELLE MAISON NURSING & REHABILITATION CENTER LLC,195523,"Belle Maison Nursing & Rehabilitation Center, LLC",LA,HAMMOND,130,CENTRAL MANAGEMENT COMPANY
BLUE STREAM REHAB AND NURSING LLC,BLUE STREAM REHAB AND NURSING LLC,365370,MOMENTOUS HEALTH AT RICHFIELD,OH,RICHFIELD,,
NEW CASTLE HEALTH & REHABILITATION CENTER LLC,NEW CASTLE HEALTH & REHABILITATION CENTER LLC,085039,NEW CASTLE HEALTH AND REHABILITATION CENTER,DE,NEW CASTLE,461,SABER HEALTHCARE GROUP
IGNITE MEDICAL RESORT KANSAS CITY LLC,IGNITE MEDICAL RESORT KANSAS CITY LLC,265872,"IGNITE MEDICAL RESORT KANSAS CITY, LLC",MO,KANSAS CITY,279,IGNITE MEDICAL RESORTS
JKJ OPCO LLC,JKJ OPCO LLC,195636,THE GARDENS AND GUARDIAN,LA,LAKE CHARLES,,
SPRING GROVE OPERATOR LLC,SPRING GROVE OPERATOR LLC,315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,NJ,NEW PROVIDENCE,336,MARQUIS HEALTH SERVICES
OASIS NURSING & REHAB LLC,OASIS NURSING & REHAB LLC,215188,CALVERT COUNTY NURSING CTR.,MD,PRINCE FREDERICK,205,EPHRAM LAHASKY
WELLMORE OF DANIEL ISLAND LLC,WELLMORE OF DANIEL ISLAND LLC,425414,Retreat at Wellmore of Daniel Island,SC,Charleston,,
ST CHARLES SKILLED NURSING FACILITY LLC,ST CHARLES SKILLED NURSING FACILITY LLC,145433,GROVE OF ST CHARLES,IL,SAINT CHARLES,306,LEGACY HEALTHCARE
"MSV FITZSIMONS, LLC","MSV FITZSIMONS, LLC",065430,AVIVA AT FITZSIMONS,CO,AURORA,552,VIVAGE SENIOR LIVING
ACCORDIUS HEALTH AT GASTONIA LLC,ACCORDIUS HEALTH AT GASTONIA LLC,345162,Accordius Health at Gastonia,NC,Gastonia,580,SIMCHA HYMAN & NAFTALI ZANZIPER
PAVILION AT PIKETON FOR NURSING AND REHABILITATION LLC,PAVILION AT PIKETON FOR NURSING AND REHABILITATION LLC,365446,THE PAVILION AT PIKETON,OH,PIKETON,514,THE PAVILION GROUP
1650 GALISTEO STREET OPERATIONS LLC,1650 GALISTEO STREET OPERATIONS LLC,325038,Casa Real,NM,Santa Fe,237,GENESIS HEALTHCARE
SUNRISE MANOR OPCO LLC,SUNRISE MANOR OPCO LLC,185173,Cumberland Nursing and Rehabilitation Center,KY,Somerset,646,BENJAMIN LANDA
PINE CREEK MANOR SKILLED NURSING & REHAB CENTER LLC,PINE CREEK MANOR SKILLED NURSING & REHAB CENTER LLC,235559,Pine Creek Manor Skilled Nursing & Rehab Center,MI,Wayne,403,PIONEER HEALTHCARE MANAGEMENT
3720 CHURCH ROCK STREET OPERATIONS LLC,3720 CHURCH ROCK STREET OPERATIONS LLC,325070,Red Rocks Care Center,NM,Gallup,237,GENESIS HEALTHCARE
COUNTRYSIDE MANOR NURSING AND REHABILITATION LLC,COUNTRYSIDE MANOR NURSING AND REHABILITATION LLC,365418,COUNTRYSIDE MANOR NURSING AND REHABILITATION  LLC,OH,FREMONT,124,CCH HEALTHCARE
STANTON HEALTH CENTER LLC,STANTON HEALTH CENTER LLC,185352,Stanton Nursing and Rehabilitation Center,KY,Stanton,646,BENJAMIN LANDA
803 HACIENDA LANE OPERATIONS LLC,803 HACIENDA LANE OPERATIONS LLC,325066,Bloomfield Nursing and Rehabilitation Center,NM,Bloomfield,237,GENESIS HEALTHCARE
CAMPBELLSVILLE OPERATING COMPANY LLC,CAMPBELLSVILLE OPERATING COMPANY LLC,185330,CAMPBELLSVILLE NURSING AND REHABILITATION CENTER,KY,CAMPBELLSVILLE,646,BENJAMIN LANDA
419 HARDING STREET OPERATION LLC,419 HARDING STREET OPERATION LLC,325100,Clayton Nursing and Rehab Center,NM,Clayton,237,GENESIS HEALTHCARE
SPRINGFIELD HEALTH CENTER LLC,SPRINGFIELD HEALTH CENTER LLC,185336,Springfield Nursing and Rehabilitation Center,KY,Springfield,646,BENJAMIN LANDA
SHADY LAWN OPCO LLC,SHADY LAWN OPCO LLC,185252,SHADY LAWN NURSING AND REHABILITATION CENTER,KY,CADIZ,646,BENJAMIN LANDA
IRVINE OPERATING COMPANY LLC,IRVINE OPERATING COMPANY LLC,185339,IRVINE NURSING AND REHABILITATION CENTER,KY,IRVINE,,
SALYERSVILLE HEALTH OPERATING COMPANY LLC,SALYERSVILLE HEALTH OPERATING COMPANY LLC,185221,Salyersville Nursing and Rehabilitation Center,KY,Salyersville,646,BENJAMIN LANDA
MADISON HEALTH CENTER LLC,MADISON HEALTH CENTER LLC,185262,MADISON HEALTH AND REHABILITATION CENTER,KY,RICHMOND,646,BENJAMIN LANDA
HARDINSBURG HEALTH CENTER LLC,HARDINSBURG HEALTH CENTER LLC,185302,Hardinsburg Nursing and Rehabilitation Center,KY,Hardinsburg,646,BENJAMIN LANDA
BRANDENBURG OPCO LLC,BRANDENBURG OPCO LLC,185353,BRANDENBURG NURSING AND REHABILITATION CENTER,KY,BRANDENBURG,646,BENJAMIN LANDA
ELIZABETHTOWN OPCO LLC,ELIZABETHTOWN OPCO LLC,185266,ELIZABETHTOWN NURSING AND REHABILITATION CENTER,KY,ELIZABETHTOWN,646,BENJAMIN LANDA
FAMILY OF CARING HEALTHCARE AT MONTCLAIR LLC,FAMILY OF CARING HEALTHCARE AT MONTCLAIR LLC,315435,Family of Caring Healthcare at Montclair,NJ,MONTCLAIR,220,FAMILY OF CARING HEALTHCARE
AUSTIN OASIS LLC,AUSTIN OASIS LLC,145834,"AUSTIN OASIS, THE",IL,CHICAGO,762,ICARE CONSULTING SERVICES
STATE OF MICHIGAN OFFICE OF FINANCIAL MANAGEMENT,STATE OF MICHIGAN OFFICE OF FINANCIAL MANAGEMENT,235724,DJ Jacobetti Home for Veterans,MI,Marquette,,
3514 FOWLER AVENUE OPERATIONS LLC,3514 FOWLER AVENUE OPERATIONS LLC,325091,Silver City Care Center,NM,Silver City,237,GENESIS HEALTHCARE
TOWNE SQUARE CARE MGT OF PURYEAR INC,TOWNE SQUARE CARE MGT OF PURYEAR INC,445470,TOWNE SQUARE CARE OF PURYEAR,TN,PURYEAR,,
"FAMILY OF CARING HEALTHCARE AT RIDGEWOOD, LLC","FAMILY OF CARING HEALTHCARE AT RIDGEWOOD, LLC",315434,Family of Caring Healthcare at Ridgewood,NJ,RIDGEWOOD,220,FAMILY OF CARING HEALTHCARE
FRANKLIN HEALTH CENTER LLC,FRANKLIN HEALTH CENTER LLC,185331,FRANKLIN-SIMPSON NURSING AND REHABILITATION CENTER,KY,FRANKLIN,646,BENJAMIN LANDA
BOWLING GREEN HEALTH CENTER LLC,BOWLING GREEN HEALTH CENTER LLC,185224,Bowling Green Nursing and Rehabilitation Center,KY,Bowling Green,646,BENJAMIN LANDA
